,DefectId,Severity,Project,rootCauseCategoryNG,Phase,Component,openDate,closedDate,plannedDurationInWeeks,developmentTeamSizeForRelease,testingTeamSizeForRelease,numberOfTestCaseExecuted,applicationCategory,Complexity,projectCMMILevel,applicationVersion
3126,3276,C-Medium,A,Detailed Design,Dev Testing (DT),NGBA Phase 1,5/12/2016,6/8/2016,100,200,100,1000,Existing,4,Level4,1
3127,3277,D-Low,A,Not Available,Live Proving (LP),NGBA Phase 1,5/12/2016,5/23/2016,100,200,100,1000,Existing,4,Level4,1
3128,3278,D-Low,A,Component Code,Live Proving (LP),NGBA Phase 1,5/12/2016,5/16/2016,100,200,100,1000,Existing,4,Level4,1
3129,3279,D-Low,A,Not Available,Live Proving (LP),NGBA Phase 1,5/12/2016,5/13/2016,100,200,100,1000,Existing,4,Level4,1
3130,3280,D-Low,A,Component Code,Live Proving (LP),NGBA Phase 1,5/12/2016,6/7/2016,100,200,100,1000,Existing,4,Level4,1
3131,3281,D-Low,A,Not Available,Live Proving (LP),NGBA Phase 1,5/12/2016,5/23/2016,100,200,100,1000,Existing,4,Level4,1
3132,3282,D-Low,A,Detailed Business Requirements,System Integration Test (SIT),NGBA Phase 1,5/12/2016,7/19/2016,100,200,100,1000,Existing,4,Level4,1
3133,3283,B-High,A,Not Available,System Integration Test (SIT),NGBA Phase 1,5/12/2016,5/17/2016,100,200,100,1000,Existing,4,Level4,1
3134,3284,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/12/2016,6/24/2016,100,200,100,1000,Existing,4,Level4,1
3135,3285,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/12/2016,6/8/2016,100,200,100,1000,Existing,4,Level4,1
3136,3286,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/12/2016,7/1/2016,100,200,100,1000,Existing,4,Level4,1
3137,3287,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/12/2016,7/1/2016,100,200,100,1000,Existing,4,Level4,1
3138,3288,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/12/2016,6/2/2016,100,200,100,1000,Existing,4,Level4,1
3139,3289,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/12/2016,7/4/2016,100,200,100,1000,Existing,4,Level4,1
3140,3290,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/13/2016,7/28/2016,100,200,100,1000,Existing,4,Level4,1
3141,3291,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/13/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3142,3292,C-Medium,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1,5/13/2016,5/25/2016,100,200,100,1000,Existing,4,Level4,1
3143,3293,C-Medium,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1,5/13/2016,5/25/2016,100,200,100,1000,Existing,4,Level4,1
3144,3294,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,5/13/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3145,3295,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/13/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3146,3296,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,5/13/2016,6/3/2016,100,200,100,1000,Existing,4,Level4,1
3147,3297,C-Medium,A,Component Code,Dev Testing (DT),NGBA Phase 1,5/13/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3148,3298,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/13/2016,6/3/2016,100,200,100,1000,Existing,4,Level4,1
3149,3299,D-Low,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1,5/13/2016,6/8/2016,100,200,100,1000,Existing,4,Level4,1
3150,3301,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/13/2016,6/1/2016,100,200,100,1000,Existing,4,Level4,1
3151,3302,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/13/2016,5/17/2016,100,200,100,1000,Existing,4,Level4,1
3152,3304,B-High,A,Not Available,System Integration Test (SIT),NGBA Phase 1,5/13/2016,5/17/2016,100,200,100,1000,Existing,4,Level4,1
3153,3305,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,5/13/2016,6/9/2016,100,200,100,1000,Existing,4,Level4,1
3154,3306,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,5/13/2016,9/27/2016,100,200,100,1000,Existing,4,Level4,1
3155,3307,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,5/13/2016,7/5/2016,100,200,100,1000,Existing,4,Level4,1
3156,3308,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,5/13/2016,5/31/2016,100,200,100,1000,Existing,4,Level4,1
3157,3309,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/13/2016,6/1/2016,100,200,100,1000,Existing,4,Level4,1
3158,3310,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,5/13/2016,9/29/2016,100,200,100,1000,Existing,4,Level4,1
3159,3311,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,5/13/2016,5/23/2016,100,200,100,1000,Existing,4,Level4,1
3160,3312,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/13/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3161,3313,B-High,A,Component Code,Dev Testing (DT),NGBA Phase 1,5/13/2016,5/24/2016,100,200,100,1000,Existing,4,Level4,1
3162,3314,C-Medium,A,Detailed Design,Dev Testing (DT),NGBA Phase 1,5/13/2016,6/28/2016,100,200,100,1000,Existing,4,Level4,1
3163,3315,D-Low,A,Reference Data,System Integration Test (SIT),NGBA Phase 1.1,5/13/2016,1/4/2017,100,200,100,1000,Existing,4,Level4,1
3164,3316,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,5/13/2016,7/8/2016,100,200,100,1000,Existing,4,Level4,1
3165,3317,B-High,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/13/2016,5/31/2016,100,200,100,1000,Existing,4,Level4,1
3166,3318,B-High,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/13/2016,6/15/2016,100,200,100,1000,Existing,4,Level4,1
3167,3319,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/13/2016,5/25/2016,100,200,100,1000,Existing,4,Level4,1
3168,3320,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/13/2016,5/24/2016,100,200,100,1000,Existing,4,Level4,1
3169,3321,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/13/2016,5/16/2016,100,200,100,1000,Existing,4,Level4,1
3170,3322,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/13/2016,5/16/2016,100,200,100,1000,Existing,4,Level4,1
3171,3323,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/13/2016,5/16/2016,100,200,100,1000,Existing,4,Level4,1
3172,3324,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/13/2016,5/16/2016,100,200,100,1000,Existing,4,Level4,1
3173,3326,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/13/2016,5/16/2016,100,200,100,1000,Existing,4,Level4,1
3174,3328,B-High,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/13/2016,5/20/2016,100,200,100,1000,Existing,4,Level4,1
3175,3329,A-Critical,A,Not Available,System Integration Test (SIT),NGBA Phase 1.1,5/13/2016,5/25/2016,100,200,100,1000,Existing,4,Level4,1
3176,3330,C-Medium,A,Component Code,Business Acceptance Test (BAT),NGBA Phase 1,5/12/2016,5/24/2016,100,200,100,1000,Existing,4,Level4,1
3177,3331,B-High,A,Not Available,Business Acceptance Test (BAT),NGBA Phase 1,5/13/2016,5/17/2016,100,200,100,1000,Existing,4,Level4,1
3178,3332,C-Medium,A,Application Data,System Integration Test (SIT),NGBA Phase 1.1,5/16/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3179,3333,C-Medium,A,Not Available,Live Proving (LP),NGBA Phase 1,5/16/2016,5/17/2016,100,200,100,1000,Existing,4,Level4,1
3180,3334,C-Medium,A,Not Available,Live Proving (LP),NGBA Phase 1,5/16/2016,6/8/2016,100,200,100,1000,Existing,4,Level4,1
3181,3335,B-High,A,Not Available,Live Proving (LP),NGBA Phase 1,5/16/2016,5/24/2016,100,200,100,1000,Existing,4,Level4,1
3182,3336,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/16/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3183,3337,B-High,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/16/2016,5/20/2016,100,200,100,1000,Existing,4,Level4,1
3184,3338,B-High,A,Not Available,System Integration Test (SIT),NGBA Phase 1,5/16/2016,5/23/2016,100,200,100,1000,Existing,4,Level4,1
3185,3339,B-High,A,Not Available,Live Proving (LP),NGBA Phase 1,5/16/2016,5/18/2016,100,200,100,1000,Existing,4,Level4,1
3186,3340,D-Low,A,Detailed Design,Design Verification (DV),NGBA Phase 1,5/16/2016,5/25/2016,100,200,100,1000,Existing,4,Level4,1
3187,3341,D-Low,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/16/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3188,3342,A-Critical,A,Connectivity,System Integration Test (SIT),NGBA Phase 1,5/16/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3189,3343,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1.1,5/16/2016,6/13/2016,100,200,100,1000,Existing,4,Level4,1
3190,3344,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/17/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3191,3345,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/17/2016,5/17/2016,100,200,100,1000,Existing,4,Level4,1
3192,3346,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/17/2016,5/27/2016,100,200,100,1000,Existing,4,Level4,1
3193,3347,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/17/2016,5/17/2016,100,200,100,1000,Existing,4,Level4,1
3194,3348,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/17/2016,5/17/2016,100,200,100,1000,Existing,4,Level4,1
3195,3349,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/17/2016,5/17/2016,100,200,100,1000,Existing,4,Level4,1
3196,3350,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/17/2016,5/17/2016,100,200,100,1000,Existing,4,Level4,1
3197,3351,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/17/2016,5/17/2016,100,200,100,1000,Existing,4,Level4,1
3198,3352,C-Medium,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/17/2016,6/2/2016,100,200,100,1000,Existing,4,Level4,1
3199,3353,D-Low,A,Detailed Design,Employee Pilot (EP),NGBA Phase 1,5/17/2016,7/19/2016,100,200,100,1000,Existing,4,Level4,1
3200,3354,D-Low,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/17/2016,6/3/2016,100,200,100,1000,Existing,4,Level4,1
3201,3355,B-High,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/17/2016,5/20/2016,100,200,100,1000,Existing,4,Level4,1
3202,3356,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/17/2016,5/17/2016,100,200,100,1000,Existing,4,Level4,1
3203,3357,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/17/2016,5/17/2016,100,200,100,1000,Existing,4,Level4,1
3204,3359,C-Medium,A,Component Code,Dev Testing (DT),NGBA Phase 1.1,5/17/2016,6/9/2016,100,200,100,1000,Existing,4,Level4,1
3205,3360,B-High,A,Component Code,System Non Functional Test (SNFT),NGBA Phase 1,5/17/2016,5/31/2016,100,200,100,1000,Existing,4,Level4,1
3206,3361,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/17/2016,6/17/2016,100,200,100,1000,Existing,4,Level4,1
3207,3362,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,5/17/2016,5/24/2016,100,200,100,1000,Existing,4,Level4,1
3208,3363,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/17/2016,6/24/2016,100,200,100,1000,Existing,4,Level4,1
3209,3364,B-High,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/17/2016,5/24/2016,100,200,100,1000,Existing,4,Level4,1
3210,3365,B-High,A,Not Available,Dev Testing (DT),NGBA Phase 1.1,5/17/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3211,3366,C-Medium,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/17/2016,6/3/2016,100,200,100,1000,Existing,4,Level4,1
3212,3367,C-Medium,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/17/2016,7/28/2016,100,200,100,1000,Existing,4,Level4,1
3213,3368,C-Medium,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/17/2016,5/20/2016,100,200,100,1000,Existing,4,Level4,1
3214,3369,B-High,A,Not Available,System Integration Test (SIT),NGBA Phase 1,5/17/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3215,3370,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/17/2016,5/24/2016,100,200,100,1000,Existing,4,Level4,1
3216,3371,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/17/2016,5/25/2016,100,200,100,1000,Existing,4,Level4,1
3217,3372,B-High,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/17/2016,5/25/2016,100,200,100,1000,Existing,4,Level4,1
3218,3373,B-High,A,Connectivity,Employee Pilot (EP),NGBA Phase 1,5/17/2016,5/27/2016,100,200,100,1000,Existing,4,Level4,1
3219,3374,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/17/2016,6/2/2016,100,200,100,1000,Existing,4,Level4,1
3220,3375,A-Critical,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/17/2016,5/24/2016,100,200,100,1000,Existing,4,Level4,1
3221,3376,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,5/17/2016,5/31/2016,100,200,100,1000,Existing,4,Level4,1
3222,3377,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,5/18/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3223,3378,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/18/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3224,3379,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/18/2016,5/27/2016,100,200,100,1000,Existing,4,Level4,1
3225,3380,C-Medium,A,Not Available,Dev Testing (DT),NGBA Phase 1,5/18/2016,6/1/2016,100,200,100,1000,Existing,4,Level4,1
3226,3381,B-High,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/18/2016,6/1/2016,100,200,100,1000,Existing,4,Level4,1
3227,3382,B-High,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/18/2016,5/20/2016,100,200,100,1000,Existing,4,Level4,1
3228,3383,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/18/2016,5/31/2016,100,200,100,1000,Existing,4,Level4,1
3229,3384,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/18/2016,5/18/2016,100,200,100,1000,Existing,4,Level4,1
3230,3385,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/18/2016,5/18/2016,100,200,100,1000,Existing,4,Level4,1
3231,3386,D-Low,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/18/2016,5/18/2016,100,200,100,1000,Existing,4,Level4,1
3232,3387,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/18/2016,6/1/2016,100,200,100,1000,Existing,4,Level4,1
3233,3388,C-Medium,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1,5/18/2016,6/20/2016,100,200,100,1000,Existing,4,Level4,1
3234,3389,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,5/18/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3235,3390,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,5/18/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3236,3391,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,5/17/2016,5/31/2016,100,200,100,1000,Existing,4,Level4,1
3237,3392,B-High,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/18/2016,6/6/2016,100,200,100,1000,Existing,4,Level4,1
3238,3393,D-Low,A,Detailed Design,Design Verification (DV),NGBA Phase 1,5/18/2016,6/8/2016,100,200,100,1000,Existing,4,Level4,1
3239,3394,C-Medium,A,Component Code,Live Proving (LP),NGBA Phase 1,5/9/2016,5/18/2016,100,200,100,1000,Existing,4,Level4,1
3240,3395,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,5/18/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3241,3396,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/18/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3242,3397,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/18/2016,5/27/2016,100,200,100,1000,Existing,4,Level4,1
3243,3398,D-Low,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/18/2016,5/23/2016,100,200,100,1000,Existing,4,Level4,1
3244,3399,D-Low,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/18/2016,5/23/2016,100,200,100,1000,Existing,4,Level4,1
3245,3400,B-High,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/18/2016,6/2/2016,100,200,100,1000,Existing,4,Level4,1
3246,3401,D-Low,A,Component Code,Live Proving (LP),NGBA Phase 1,5/18/2016,6/7/2016,100,200,100,1000,Existing,4,Level4,1
3247,3402,D-Low,A,Not Available,Live Proving (LP),NGBA Phase 1,5/18/2016,4/10/2017,100,200,100,1000,Existing,4,Level4,1
3248,3403,D-Low,A,Component Code,Live Proving (LP),NGBA Phase 1,5/18/2016,6/17/2016,100,200,100,1000,Existing,4,Level4,1
3249,3404,D-Low,A,Component Code,Live Proving (LP),NGBA Phase 1,5/18/2016,6/7/2016,100,200,100,1000,Existing,4,Level4,1
3250,3405,D-Low,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/18/2016,6/17/2016,100,200,100,1000,Existing,4,Level4,1
3251,3406,D-Low,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/18/2016,5/23/2016,100,200,100,1000,Existing,4,Level4,1
3252,3407,D-Low,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/18/2016,6/3/2016,100,200,100,1000,Existing,4,Level4,1
3253,3408,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/18/2016,5/18/2016,100,200,100,1000,Existing,4,Level4,1
3254,3409,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/18/2016,6/3/2016,100,200,100,1000,Existing,4,Level4,1
3255,3410,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/19/2016,6/3/2016,100,200,100,1000,Existing,4,Level4,1
3256,3411,B-High,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/19/2016,6/16/2016,100,200,100,1000,Existing,4,Level4,1
3257,3412,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,5/19/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3258,3413,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/19/2016,6/7/2016,100,200,100,1000,Existing,4,Level4,1
3259,3414,B-High,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/18/2016,5/27/2016,100,200,100,1000,Existing,4,Level4,1
3260,3415,D-Low,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/18/2016,5/27/2016,100,200,100,1000,Existing,4,Level4,1
3261,3416,B-High,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/19/2016,5/20/2016,100,200,100,1000,Existing,4,Level4,1
3262,3417,C-Medium,A,Component Integration,Business Acceptance Test (BAT),NGBA Phase 1,5/19/2016,6/9/2016,100,200,100,1000,Existing,4,Level4,1
3263,3418,C-Medium,A,Detailed Design,Design Verification (DV),NGBA Phase 1,5/19/2016,6/8/2016,100,200,100,1000,Existing,4,Level4,1
3264,3419,D-Low,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/18/2016,5/23/2016,100,200,100,1000,Existing,4,Level4,1
3265,3420,C-Medium,A,Not Available,Live Proving (LP),NGBA Phase 1,5/18/2016,5/26/2016,100,200,100,1000,Existing,4,Level4,1
3266,3421,C-Medium,A,Detailed Operational Design,Design Verification (DV),NGBA Phase 1.1,5/19/2016,7/7/2016,100,200,100,1000,Existing,4,Level4,1
3267,3422,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,5/19/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3268,3423,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,5/19/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3269,3424,C-Medium,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/19/2016,6/2/2016,100,200,100,1000,Existing,4,Level4,1
3270,3425,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,5/19/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3271,3426,C-Medium,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/19/2016,6/10/2016,100,200,100,1000,Existing,4,Level4,1
3272,3427,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,5/19/2016,5/19/2016,100,200,100,1000,Existing,4,Level4,1
3273,3428,D-Low,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/19/2016,6/2/2016,100,200,100,1000,Existing,4,Level4,1
3274,3429,D-Low,A,Component Code,Business Acceptance Test (BAT),NGBA Phase 1,5/19/2016,6/24/2016,100,200,100,1000,Existing,4,Level4,1
3275,3430,B-High,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/19/2016,6/2/2016,100,200,100,1000,Existing,4,Level4,1
3276,3431,B-High,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/19/2016,5/20/2016,100,200,100,1000,Existing,4,Level4,1
3277,3432,B-High,A,Application Data,System Integration Test (SIT),NGBA Phase 1,5/19/2016,5/24/2016,100,200,100,1000,Existing,4,Level4,1
3278,3433,D-Low,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/19/2016,5/20/2016,100,200,100,1000,Existing,4,Level4,1
3279,3434,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/19/2016,5/20/2016,100,200,100,1000,Existing,4,Level4,1
3280,3435,B-High,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/19/2016,6/2/2016,100,200,100,1000,Existing,4,Level4,1
3281,3436,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/19/2016,6/6/2016,100,200,100,1000,Existing,4,Level4,1
3282,3437,D-Low,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/19/2016,6/28/2016,100,200,100,1000,Existing,4,Level4,1
3283,3438,C-Medium,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/19/2016,6/24/2016,100,200,100,1000,Existing,4,Level4,1
3284,3439,D-Low,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/19/2016,5/20/2016,100,200,100,1000,Existing,4,Level4,1
3285,3440,D-Low,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/19/2016,6/2/2016,100,200,100,1000,Existing,4,Level4,1
3286,3441,D-Low,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/19/2016,5/27/2016,100,200,100,1000,Existing,4,Level4,1
3287,3442,D-Low,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/19/2016,6/7/2016,100,200,100,1000,Existing,4,Level4,1
3288,3443,C-Medium,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/19/2016,6/1/2016,100,200,100,1000,Existing,4,Level4,1
3289,3444,B-High,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/19/2016,5/24/2016,100,200,100,1000,Existing,4,Level4,1
3290,3445,B-High,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/19/2016,5/24/2016,100,200,100,1000,Existing,4,Level4,1
3291,3446,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/19/2016,5/20/2016,100,200,100,1000,Existing,4,Level4,1
3292,3447,D-Low,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/19/2016,5/20/2016,100,200,100,1000,Existing,4,Level4,1
3293,3448,B-High,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/19/2016,6/16/2016,100,200,100,1000,Existing,4,Level4,1
3294,3450,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/19/2016,6/2/2016,100,200,100,1000,Existing,4,Level4,1
3295,3451,C-Medium,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/19/2016,6/1/2016,100,200,100,1000,Existing,4,Level4,1
3296,3452,C-Medium,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/19/2016,6/1/2016,100,200,100,1000,Existing,4,Level4,1
3297,3453,C-Medium,A,Component Code,Employee Pilot (EP),NGBA Phase 1,5/19/2016,5/25/2016,100,200,100,1000,Existing,4,Level4,1
3298,3454,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/19/2016,5/31/2016,100,200,100,1000,Existing,4,Level4,1
3299,3455,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,5/20/2016,5/23/2016,100,200,100,1000,Existing,4,Level4,1
3300,3456,B-High,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/20/2016,5/27/2016,100,200,100,1000,Existing,4,Level4,1
3301,3457,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/20/2016,6/8/2016,100,200,100,1000,Existing,4,Level4,1
3302,3458,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/20/2016,5/27/2016,100,200,100,1000,Existing,4,Level4,1
3303,3459,B-High,A,Connectivity,Business Acceptance Test (BAT),NGBA Phase 1,5/19/2016,5/26/2016,100,200,100,1000,Existing,4,Level4,1
3304,3460,C-Medium,A,Not Available,DDC System Integration Test (SIT),NGBA Phase 1,5/20/2016,6/6/2016,100,200,100,1000,Existing,4,Level4,1
3305,3461,D-Low,A,Detailed Design,Dev Testing (DT),NGBA Phase 1,5/20/2016,6/20/2016,100,200,100,1000,Existing,4,Level4,1
3306,3462,A-Critical,A,Component Code,System Integration Test (SIT),NGBA Phase 1,5/20/2016,5/25/2016,100,200,100,1000,Existing,4,Level4,1
3307,3463,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/20/2016,6/3/2016,100,200,100,1000,Existing,4,Level4,1
3308,3464,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/20/2016,5/31/2016,100,200,100,1000,Existing,4,Level4,1
3309,3465,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/20/2016,5/20/2016,100,200,100,1000,Existing,4,Level4,1
3310,3466,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/20/2016,6/3/2016,100,200,100,1000,Existing,4,Level4,1
3311,3467,C-Medium,A,Not Available,Employee Pilot (EP),NGBA Phase 1,5/20/2016,5/24/2016,100,200,100,1000,Existing,4,Level4,1
