,DefectId,Severity,Project,rootCauseCategoryNG,Phase,Component,openDate,closedDate,plannedDurationInWeeks,developmentTeamSizeForRelease,testingTeamSizeForRelease,numberOfTestCaseExecuted,applicationCategory,Complexity,projectCMMILevel,applicationVersion
1565,1651,D-Low,A,Not Available,Performance Test (PT),NGBA Phase 1,2/9/2016,3/23/2016,100,200,100,1000,Existing,4,Level4,1
1566,1652,C-Medium,A,Component Code,Performance Test (PT),NGBA Phase 1,2/9/2016,3/8/2016,100,200,100,1000,Existing,4,Level4,1
1567,1653,D-Low,A,Not Available,Performance Test (PT),NGBA Phase 1,2/9/2016,3/23/2016,100,200,100,1000,Existing,4,Level4,1
1568,1654,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/9/2016,2/24/2016,100,200,100,1000,Existing,4,Level4,1
1569,1655,C-Medium,A,Not Available,Performance Test (PT),NGBA Phase 1,2/9/2016,3/23/2016,100,200,100,1000,Existing,4,Level4,1
1570,1656,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/9/2016,2/25/2016,100,200,100,1000,Existing,4,Level4,1
1571,1657,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/9/2016,2/25/2016,100,200,100,1000,Existing,4,Level4,1
1572,1658,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/9/2016,2/25/2016,100,200,100,1000,Existing,4,Level4,1
1573,1659,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/9/2016,2/25/2016,100,200,100,1000,Existing,4,Level4,1
1574,1660,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/9/2016,2/25/2016,100,200,100,1000,Existing,4,Level4,1
1575,1661,A-Critical,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/9/2016,2/10/2016,100,200,100,1000,Existing,4,Level4,1
1576,1662,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/9/2016,3/14/2016,100,200,100,1000,Existing,4,Level4,1
1577,1663,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/9/2016,2/25/2016,100,200,100,1000,Existing,4,Level4,1
1578,1664,B-High,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/9/2016,2/25/2016,100,200,100,1000,Existing,4,Level4,1
1579,1665,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/9/2016,2/12/2016,100,200,100,1000,Existing,4,Level4,1
1580,1666,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/9/2016,3/15/2016,100,200,100,1000,Existing,4,Level4,1
1581,1667,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/9/2016,3/15/2016,100,200,100,1000,Existing,4,Level4,1
1582,1668,B-High,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/9/2016,2/16/2016,100,200,100,1000,Existing,4,Level4,1
1583,1669,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/9/2016,3/17/2016,100,200,100,1000,Existing,4,Level4,1
1584,1670,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/9/2016,2/16/2016,100,200,100,1000,Existing,4,Level4,1
1585,1671,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/9/2016,2/15/2016,100,200,100,1000,Existing,4,Level4,1
1586,1672,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/9/2016,3/2/2016,100,200,100,1000,Existing,4,Level4,1
1587,1673,C-Medium,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1,2/9/2016,2/22/2016,100,200,100,1000,Existing,4,Level4,1
1588,1674,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/9/2016,3/2/2016,100,200,100,1000,Existing,4,Level4,1
1589,1675,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/9/2016,3/2/2016,100,200,100,1000,Existing,4,Level4,1
1590,1676,D-Low,A,High Level Design,System Integration Test (SIT),NGBA Phase 1,2/9/2016,2/10/2016,100,200,100,1000,Existing,4,Level4,1
1591,1677,B-High,A,Connectivity,System Integration Test (SIT),NGBA Phase 1,2/9/2016,2/10/2016,100,200,100,1000,Existing,4,Level4,1
1592,1678,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/9/2016,2/19/2016,100,200,100,1000,Existing,4,Level4,1
1593,1679,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/9/2016,2/17/2016,100,200,100,1000,Existing,4,Level4,1
1594,1680,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/10/2016,3/24/2016,100,200,100,1000,Existing,4,Level4,1
1595,1681,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/10/2016,2/16/2016,100,200,100,1000,Existing,4,Level4,1
1596,1682,D-Low,A,Detailed Design,Dev Testing (DT),NGBA Phase 1,2/10/2016,2/22/2016,100,200,100,1000,Existing,4,Level4,1
1597,1683,C-Medium,A,Component Code,Dev Testing (DT),NGBA Phase 1,2/10/2016,2/18/2016,100,200,100,1000,Existing,4,Level4,1
1598,1684,D-Low,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1,2/9/2016,3/21/2016,100,200,100,1000,Existing,4,Level4,1
1599,1685,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/10/2016,2/10/2016,100,200,100,1000,Existing,4,Level4,1
1600,1686,C-Medium,A,Component Code,System Non Functional Test (SNFT),NGBA Phase 1,2/10/2016,2/23/2016,100,200,100,1000,Existing,4,Level4,1
1601,1687,B-High,A,Component Code,System Non Functional Test (SNFT),NGBA Phase 1,2/10/2016,2/18/2016,100,200,100,1000,Existing,4,Level4,1
1602,1688,C-Medium,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1,2/10/2016,3/18/2016,100,200,100,1000,Existing,4,Level4,1
1603,1689,D-Low,A,Detailed Business Requirements,System Integration Test (SIT),NGBA Phase 1,2/10/2016,3/3/2016,100,200,100,1000,Existing,4,Level4,1
1604,1690,B-High,A,Detailed Design,Design Verification (DV),NGBA Phase 1,2/10/2016,2/24/2016,100,200,100,1000,Existing,4,Level4,1
1605,1691,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/10/2016,2/24/2016,100,200,100,1000,Existing,4,Level4,1
1606,1692,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/10/2016,2/26/2016,100,200,100,1000,Existing,4,Level4,1
1607,1693,D-Low,A,Application Data,System Integration Test (SIT),NGBA Phase 1,2/10/2016,3/3/2016,100,200,100,1000,Existing,4,Level4,1
1608,1694,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/10/2016,9/14/2016,100,200,100,1000,Existing,4,Level4,1
1609,1695,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/10/2016,2/16/2016,100,200,100,1000,Existing,4,Level4,1
1610,1696,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/10/2016,2/16/2016,100,200,100,1000,Existing,4,Level4,1
1611,1697,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/10/2016,2/19/2016,100,200,100,1000,Existing,4,Level4,1
1612,1698,B-High,A,Component Code,System Test (ST),NGBA Phase 1,2/10/2016,2/19/2016,100,200,100,1000,Existing,4,Level4,1
1613,1699,C-Medium,A,Component Code,System Test (ST),NGBA Phase 1,2/10/2016,2/18/2016,100,200,100,1000,Existing,4,Level4,1
1614,1700,B-High,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/10/2016,2/17/2016,100,200,100,1000,Existing,4,Level4,1
1615,1701,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/10/2016,2/29/2016,100,200,100,1000,Existing,4,Level4,1
1616,1702,D-Low,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1,2/10/2016,3/21/2016,100,200,100,1000,Existing,4,Level4,1
1617,1703,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/10/2016,3/3/2016,100,200,100,1000,Existing,4,Level4,1
1618,1704,A-Critical,A,Component Integration,Dev Testing (DT),NGBA Phase 1,2/10/2016,2/17/2016,100,200,100,1000,Existing,4,Level4,1
1619,1705,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/10/2016,9/14/2016,100,200,100,1000,Existing,4,Level4,1
1620,1706,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/10/2016,3/11/2016,100,200,100,1000,Existing,4,Level4,1
1621,1707,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/10/2016,2/16/2016,100,200,100,1000,Existing,4,Level4,1
1622,1708,C-Medium,A,Component Code,System Non Functional Test (SNFT),NGBA Phase 1,2/10/2016,2/18/2016,100,200,100,1000,Existing,4,Level4,1
1623,1709,D-Low,A,Detailed Business Requirements,System Integration Test (SIT),NGBA Phase 1,2/10/2016,3/18/2016,100,200,100,1000,Existing,4,Level4,1
1624,1710,C-Medium,A,Component Code,System Non Functional Test (SNFT),NGBA Phase 1,2/10/2016,2/18/2016,100,200,100,1000,Existing,4,Level4,1
1625,1711,C-Medium,A,Component Code,System Non Functional Test (SNFT),NGBA Phase 1,2/10/2016,2/19/2016,100,200,100,1000,Existing,4,Level4,1
1626,1712,C-Medium,A,Component Code,System Non Functional Test (SNFT),NGBA Phase 1,2/10/2016,2/19/2016,100,200,100,1000,Existing,4,Level4,1
1627,1713,C-Medium,A,Component Code,System Non Functional Test (SNFT),NGBA Phase 1,2/10/2016,2/19/2016,100,200,100,1000,Existing,4,Level4,1
1628,1714,C-Medium,A,Component Code,System Non Functional Test (SNFT),NGBA Phase 1,2/10/2016,2/19/2016,100,200,100,1000,Existing,4,Level4,1
1629,1715,B-High,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1,2/10/2016,3/18/2016,100,200,100,1000,Existing,4,Level4,1
1630,1716,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/10/2016,2/21/2016,100,200,100,1000,Existing,4,Level4,1
1631,1717,B-High,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/10/2016,2/12/2016,100,200,100,1000,Existing,4,Level4,1
1632,1718,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/10/2016,2/18/2016,100,200,100,1000,Existing,4,Level4,1
1633,1719,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/10/2016,3/11/2016,100,200,100,1000,Existing,4,Level4,1
1634,1720,B-High,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1,2/10/2016,3/18/2016,100,200,100,1000,Existing,4,Level4,1
1635,1721,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/10/2016,3/15/2016,100,200,100,1000,Existing,4,Level4,1
1636,1722,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/10/2016,3/15/2016,100,200,100,1000,Existing,4,Level4,1
1637,1723,B-High,A,Component Code,Performance Test (PT),NGBA Phase 1,2/10/2016,3/8/2016,100,200,100,1000,Existing,4,Level4,1
1638,1724,B-High,A,Component Code,Performance Test (PT),NGBA Phase 1,2/10/2016,3/15/2016,100,200,100,1000,Existing,4,Level4,1
1639,1725,D-Low,A,Not Available,Performance Test (PT),NGBA Phase 1,2/10/2016,3/14/2016,100,200,100,1000,Existing,4,Level4,1
1640,1726,B-High,A,Component Integration,Business Acceptance Test (BAT),NGBA Phase 1,2/11/2016,3/21/2016,100,200,100,1000,Existing,4,Level4,1
1641,1727,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/11/2016,3/16/2016,100,200,100,1000,Existing,4,Level4,1
1642,1728,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/11/2016,3/2/2016,100,200,100,1000,Existing,4,Level4,1
1643,1729,D-Low,A,Technical Specification,System Integration Test (SIT),NGBA Phase 1,2/11/2016,3/16/2016,100,200,100,1000,Existing,4,Level4,1
1644,1730,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/11/2016,3/16/2016,100,200,100,1000,Existing,4,Level4,1
1645,1731,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/11/2016,3/16/2016,100,200,100,1000,Existing,4,Level4,1
1646,1732,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/11/2016,4/4/2016,100,200,100,1000,Existing,4,Level4,1
1647,1733,D-Low,A,Component Integration,System Integration Test (SIT),NGBA Phase 1,2/11/2016,5/16/2016,100,200,100,1000,Existing,4,Level4,1
1648,1734,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/11/2016,2/25/2016,100,200,100,1000,Existing,4,Level4,1
1649,1735,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/9/2016,2/22/2016,100,200,100,1000,Existing,4,Level4,1
1650,1736,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/11/2016,3/15/2016,100,200,100,1000,Existing,4,Level4,1
1651,1737,D-Low,A,Detailed Design,Business Acceptance Test (BAT),NGBA Phase 1,2/11/2016,3/18/2016,100,200,100,1000,Existing,4,Level4,1
1652,1738,B-High,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/11/2016,2/16/2016,100,200,100,1000,Existing,4,Level4,1
1653,1739,B-High,A,Device,System Integration Test (SIT),NGBA Phase 1,2/11/2016,2/25/2016,100,200,100,1000,Existing,4,Level4,1
1654,1740,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/11/2016,2/19/2016,100,200,100,1000,Existing,4,Level4,1
1655,1741,B-High,A,Not Available,Performance Test (PT),NGBA Phase 1,2/11/2016,2/26/2016,100,200,100,1000,Existing,4,Level4,1
1656,1742,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/11/2016,2/23/2016,100,200,100,1000,Existing,4,Level4,1
1657,1743,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/11/2016,3/15/2016,100,200,100,1000,Existing,4,Level4,1
1658,1744,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/11/2016,2/22/2016,100,200,100,1000,Existing,4,Level4,1
1659,1745,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/11/2016,2/24/2016,100,200,100,1000,Existing,4,Level4,1
1660,1746,C-Medium,A,Component Code,Performance Test (PT),NGBA Phase 1,2/11/2016,3/30/2016,100,200,100,1000,Existing,4,Level4,1
1661,1747,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/11/2016,3/11/2016,100,200,100,1000,Existing,4,Level4,1
1662,1748,C-Medium,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1,2/11/2016,3/18/2016,100,200,100,1000,Existing,4,Level4,1
1663,1749,D-Low,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1,2/11/2016,3/18/2016,100,200,100,1000,Existing,4,Level4,1
1664,1750,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/11/2016,2/16/2016,100,200,100,1000,Existing,4,Level4,1
1665,1751,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/11/2016,3/11/2016,100,200,100,1000,Existing,4,Level4,1
1666,1752,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/11/2016,3/17/2016,100,200,100,1000,Existing,4,Level4,1
1667,1753,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/11/2016,3/15/2016,100,200,100,1000,Existing,4,Level4,1
1668,1754,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/11/2016,3/15/2016,100,200,100,1000,Existing,4,Level4,1
1669,1755,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/11/2016,4/8/2016,100,200,100,1000,Existing,4,Level4,1
1670,1756,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/11/2016,3/17/2016,100,200,100,1000,Existing,4,Level4,1
1671,1757,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/11/2016,3/16/2016,100,200,100,1000,Existing,4,Level4,1
1672,1758,B-High,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/11/2016,3/15/2016,100,200,100,1000,Existing,4,Level4,1
1673,1759,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,1/4/2016,3/3/2016,100,200,100,1000,Existing,4,Level4,1
1674,1760,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/11/2016,3/7/2016,100,200,100,1000,Existing,4,Level4,1
1675,1761,B-High,A,Rejected-Existing Functionality,System Integration Test (SIT),NGBA Phase 1,2/11/2016,2/15/2016,100,200,100,1000,Existing,4,Level4,1
1676,1762,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/11/2016,3/15/2016,100,200,100,1000,Existing,4,Level4,1
1677,1763,C-Medium,A,Rejected-Existing Functionality,System Integration Test (SIT),NGBA Phase 1,2/11/2016,2/19/2016,100,200,100,1000,Existing,4,Level4,1
1678,1764,D-Low,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1,2/11/2016,3/18/2016,100,200,100,1000,Existing,4,Level4,1
1679,1765,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/12/2016,2/16/2016,100,200,100,1000,Existing,4,Level4,1
1680,1766,D-Low,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1,2/12/2016,4/26/2016,100,200,100,1000,Existing,4,Level4,1
1681,1767,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/12/2016,3/9/2016,100,200,100,1000,Existing,4,Level4,1
1682,1768,B-High,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/12/2016,2/15/2016,100,200,100,1000,Existing,4,Level4,1
1683,1769,D-Low,A,Detailed Business Requirements,System Integration Test (SIT),NGBA Phase 1,2/12/2016,3/24/2016,100,200,100,1000,Existing,4,Level4,1
1684,1770,B-High,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/12/2016,2/12/2016,100,200,100,1000,Existing,4,Level4,1
1685,1771,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/12/2016,2/12/2016,100,200,100,1000,Existing,4,Level4,1
1686,1772,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/12/2016,3/1/2016,100,200,100,1000,Existing,4,Level4,1
1687,1773,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/12/2016,2/16/2016,100,200,100,1000,Existing,4,Level4,1
1688,1774,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/12/2016,2/21/2016,100,200,100,1000,Existing,4,Level4,1
1689,1775,C-Medium,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1,2/12/2016,2/22/2016,100,200,100,1000,Existing,4,Level4,1
1690,1776,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/12/2016,2/22/2016,100,200,100,1000,Existing,4,Level4,1
1691,1777,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/12/2016,3/15/2016,100,200,100,1000,Existing,4,Level4,1
1692,1778,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/12/2016,2/18/2016,100,200,100,1000,Existing,4,Level4,1
1693,1779,B-High,A,Middleware,System Integration Test (SIT),NGBA Phase 1,2/13/2016,2/22/2016,100,200,100,1000,Existing,4,Level4,1
1694,1780,D-Low,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1,2/13/2016,3/18/2016,100,200,100,1000,Existing,4,Level4,1
1695,1781,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/13/2016,2/18/2016,100,200,100,1000,Existing,4,Level4,1
1696,1782,D-Low,A,Application Data,System Integration Test (SIT),NGBA Phase 1,2/13/2016,3/11/2016,100,200,100,1000,Existing,4,Level4,1
1697,1783,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/13/2016,2/18/2016,100,200,100,1000,Existing,4,Level4,1
1698,1784,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/13/2016,3/3/2016,100,200,100,1000,Existing,4,Level4,1
1699,1785,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/13/2016,3/24/2016,100,200,100,1000,Existing,4,Level4,1
1700,1786,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/13/2016,2/18/2016,100,200,100,1000,Existing,4,Level4,1
1701,1787,D-Low,A,Reference Data,System Integration Test (SIT),NGBA Phase 1,2/15/2016,3/7/2016,100,200,100,1000,Existing,4,Level4,1
1702,1788,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/15/2016,3/2/2016,100,200,100,1000,Existing,4,Level4,1
1703,1789,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/15/2016,2/16/2016,100,200,100,1000,Existing,4,Level4,1
1704,1790,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/15/2016,2/24/2016,100,200,100,1000,Existing,4,Level4,1
1705,1791,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/15/2016,2/21/2016,100,200,100,1000,Existing,4,Level4,1
1706,1792,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/15/2016,2/23/2016,100,200,100,1000,Existing,4,Level4,1
1707,1793,B-High,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/15/2016,2/19/2016,100,200,100,1000,Existing,4,Level4,1
1708,1794,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/15/2016,2/24/2016,100,200,100,1000,Existing,4,Level4,1
1709,1795,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/15/2016,2/16/2016,100,200,100,1000,Existing,4,Level4,1
1710,1796,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/15/2016,2/24/2016,100,200,100,1000,Existing,4,Level4,1
1711,1797,B-High,A,Connectivity,System Integration Test (SIT),NGBA Phase 1,2/15/2016,2/24/2016,100,200,100,1000,Existing,4,Level4,1
1712,1798,D-Low,A,Detailed Design,System Integration Test (SIT),NGBA Phase 1,2/15/2016,3/4/2016,100,200,100,1000,Existing,4,Level4,1
1713,1799,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/15/2016,2/17/2016,100,200,100,1000,Existing,4,Level4,1
1714,1800,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/15/2016,2/17/2016,100,200,100,1000,Existing,4,Level4,1
1715,1801,A-Critical,A,Packaging,Design Verification (DV),NGBA Phase 1,2/15/2016,2/24/2016,100,200,100,1000,Existing,4,Level4,1
1716,1802,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/15/2016,2/29/2016,100,200,100,1000,Existing,4,Level4,1
1717,1803,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/15/2016,3/1/2016,100,200,100,1000,Existing,4,Level4,1
1718,1804,B-High,A,Not Available,Dev Testing (DT),NGBA Phase 1,2/15/2016,2/16/2016,100,200,100,1000,Existing,4,Level4,1
1719,1805,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/15/2016,2/18/2016,100,200,100,1000,Existing,4,Level4,1
1720,1806,B-High,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/15/2016,2/18/2016,100,200,100,1000,Existing,4,Level4,1
1721,1807,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/15/2016,2/19/2016,100,200,100,1000,Existing,4,Level4,1
1722,1808,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/12/2016,2/22/2016,100,200,100,1000,Existing,4,Level4,1
1723,1809,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/12/2016,2/17/2016,100,200,100,1000,Existing,4,Level4,1
1724,1810,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/15/2016,3/18/2016,100,200,100,1000,Existing,4,Level4,1
1725,1811,B-High,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/15/2016,2/18/2016,100,200,100,1000,Existing,4,Level4,1
1726,1812,D-Low,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/15/2016,3/15/2016,100,200,100,1000,Existing,4,Level4,1
1727,1813,C-Medium,A,Connectivity,System Integration Test (SIT),NGBA Phase 1,2/15/2016,2/18/2016,100,200,100,1000,Existing,4,Level4,1
1728,1814,B-High,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/15/2016,4/21/2016,100,200,100,1000,Existing,4,Level4,1
1729,1815,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/15/2016,3/7/2016,100,200,100,1000,Existing,4,Level4,1
1730,1816,A-Critical,A,Component Code,Business Acceptance Test (BAT),NGBA Phase 1,2/15/2016,3/1/2016,100,200,100,1000,Existing,4,Level4,1
1731,1817,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/15/2016,3/8/2016,100,200,100,1000,Existing,4,Level4,1
1732,1818,C-Medium,A,System Integration,System Integration Test (SIT),NGBA Phase 1,2/15/2016,3/11/2016,100,200,100,1000,Existing,4,Level4,1
1733,1819,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/15/2016,3/14/2016,100,200,100,1000,Existing,4,Level4,1
1734,1820,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/16/2016,3/11/2016,100,200,100,1000,Existing,4,Level4,1
1735,1821,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/16/2016,2/18/2016,100,200,100,1000,Existing,4,Level4,1
1736,1822,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/16/2016,2/24/2016,100,200,100,1000,Existing,4,Level4,1
1737,1823,C-Medium,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/16/2016,2/26/2016,100,200,100,1000,Existing,4,Level4,1
1738,1824,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/16/2016,2/24/2016,100,200,100,1000,Existing,4,Level4,1
1739,1825,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/16/2016,2/26/2016,100,200,100,1000,Existing,4,Level4,1
1740,1826,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/15/2016,2/26/2016,100,200,100,1000,Existing,4,Level4,1
1741,1827,A-Critical,A,Reference Data,System Integration Test (SIT),NGBA Phase 1,2/15/2016,2/19/2016,100,200,100,1000,Existing,4,Level4,1
1742,1828,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/16/2016,2/25/2016,100,200,100,1000,Existing,4,Level4,1
1743,1829,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/16/2016,7/29/2016,100,200,100,1000,Existing,4,Level4,1
1744,1830,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/16/2016,2/17/2016,100,200,100,1000,Existing,4,Level4,1
1745,1831,C-Medium,A,Detailed Design,Dev Testing (DT),NGBA Phase 1,2/16/2016,3/18/2016,100,200,100,1000,Existing,4,Level4,1
1746,1832,C-Medium,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/16/2016,9/14/2016,100,200,100,1000,Existing,4,Level4,1
1747,1833,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/15/2016,3/24/2016,100,200,100,1000,Existing,4,Level4,1
1748,1834,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/16/2016,2/18/2016,100,200,100,1000,Existing,4,Level4,1
1749,1835,B-High,A,Component Code,System Integration Test (SIT),NGBA Phase 1,2/16/2016,2/25/2016,100,200,100,1000,Existing,4,Level4,1
1750,1836,D-Low,A,Not Available,System Integration Test (SIT),NGBA Phase 1,2/16/2016,2/17/2016,100,200,100,1000,Existing,4,Level4,1
